product_id,sku,product_name,category_id,supplier_id,unit_price,unit_cost,currency,created_at,is_active
961,SKU-SPRDX9FJ,Coffee Mug,6,1,50.85,21.25,USD,2025-08-20,True
962,SKU-4ZL72J3Z,Desk Lamp,11,11,51.98,34.05,GBP,2024-03-30,True
963,SKU-R47322R2,4K Monitor,18,25,14.16,9.27,GBP,2024-12-03,True
964,SKU-JA0YDLT0,wireless mouse,5,16,11.72,8.9,GBP,2024-03-05,True
965,SKU-NJDAMJ1S,USB-C Cable,8,25,16.69,7.9,USD,2025-05-12,False
966,SKU-810PKWAG,gaming keyboard,8,31,70.88,28.5,MAD,2024-09-27,True
967,SKU-Y875LPRX,Bluetooth Speaker,13,9,46.2,18.73,USD,2023-03-05,True
968,SKU-PPJQP4XI,WATER BOTTLE,5,30,4.01,2.0,USD,2025-02-09,True
969,SKU-8ATZB5MA,4K Monitor,20,6,62.19,39.06,EUR,2024-05-05,False
970,SKU-NMW1B31G,laptop stand,19,36,4.24,2.0,EUR,2023-03-23,True
971,SKU-ATFPTZ4F,HDMI Adapter,7,2,11.55,8.82,EUR,2023-08-15,True
972,SKU-2R4HYB8C,wireless mouse,16,9,4.73,2.0,USD,2024-08-01,True
973,SKU-A5RLIZXL,Smartwatch Band,2,22,3.81,2.0,GBP,2025-06-02,True
974,SKU-C643LZGF,HDMI Adapter,6,19,22.73,12.07,GBP,2025-09-01,True
975,SKU-356M3YD6,Fitness Tracker,2,40,54.06,45.05,USD,2024-12-08,True
976,SKU-SY5U7UUN,USB-C CABLE,7,25,37.64,18.29,MAD,2023-04-16,True
977,SKU-N0X3T3AF,SSD DRIVE,6,9,49.16,37.49,USD,2025-09-08,True
978,SKU-TCJ5XNTP,USB-C Cable,5,35,10.12,7.59,EUR,2023-06-12,True
979,SKU-5ESJQBY0,Router,1,27,7.13,4.4,USD,2023-02-16,True
980,SKU-EA0I3Z0H,Router,17,23,10.21,5.84,USD,2024-12-29,True
981,SKU-CUROOM70,coffee mug,15,22,13.36,9.47,USD,2023-09-10,True
982,SKU-VRI3TK6I,BLUETOOTH SPEAKER,7,11,96.48,39.12,EUR,2022-11-25,True
983,SKU-XON74MAT,Tripod,10,21,31.23,25.12,USD,2024-06-24,True
984,SKU-6SJ8WTFT,noise cancelling headphones,19,40,30.16,12.38,EUR,2023-12-04,True
985,SKU-K3QXJ3Q2,Noise Cancelling Headphones,9,27,43.86,34.39,MAD,2023-05-07,True
986,SKU-NI4W9MPU,HDMI ADAPTER,17,40,41.5,22.39,USD,2024-04-09,True
987,SKU-KLGOB1YG,LAPTOP STAND,4,24,35.85,18.12,MAD,2024-02-15,True
988,SKU-J4NB96S2,TRIPOD,10,35,71.66,31.72,USD,2024-11-08,True
989,SKU-S2UT0XIJ,BLUETOOTH SPEAKER,17,28,55.89,38.76,USD,2023-03-09,True
990,SKU-8KXQCNYT,hdmi adapter,15,18,39.6,22.14,USD,2024-12-17,True
991,SKU-7VQJTSOP,fitness tracker,1,15,41.12,25.06,MAD,2023-06-21,False
992,SKU-MD2XI4US,4k monitor,17,39,3.61,2.0,EUR,2025-05-22,True
993,SKU-URBQ2UJ3,webcam,1,6,43.35,23.63,USD,2022-12-19,True
994,SKU-XINF6S54,gaming keyboard,15,16,76.31,47.09,USD,2024-01-27,True
995,SKU-YXLPC1PJ,DESK LAMP,9,37,68.12,34.7,USD,2023-05-20,True
996,SKU-RH0SL494,Smartwatch Band,8,4,39.7,19.62,USD,2024-04-30,True
997,SKU-RC71U5HO,tripod,7,25,3.85,2.0,USD,2022-12-29,True
998,SKU-8GDTKLT8,LAPTOP SLEEVE,8,9,66.12,32.16,GBP,2023-10-03,True
999,SKU-3LYG7EY9,bluetooth speaker,19,3,23.33,16.13,MAD,2024-12-12,True
1000,SKU-IT82AVLT,webcam,16,10,10.79,5.63,EUR,2023-10-28,True
1001,SKU-UDXFHX7L,Portable Charger,7,7,13.8,6.75,USD,2025-09-11,True
1002,SKU-M7HPVSU1,water bottle,13,23,22.34,18.62,EUR,2024-01-01,True
1003,SKU-4HJW297M,laptop stand,4,18,25.51,21.26,USD,2025-04-07,True
1004,SKU-I01BL7TG,noise cancelling headphones,5,18,62.22,37.35,EUR,2024-06-22,True
1005,SKU-SWMHYBRJ,4k monitor,10,9,16.56,13.72,USD,2025-04-12,True
1006,SKU-RE8R5M87,router,20,23,39.24,26.85,EUR,2023-04-17,True
1007,SKU-KHHX28YS,ROUTER,18,2,138.17,49.39,GBP,2023-12-23,True
1008,SKU-RL4JPY2K,WATER BOTTLE,15,5,32.93,24.34,USD,2025-08-16,True
1009,SKU-987X6PC5,wireless mouse,11,15,51.14,24.38,GBP,2025-06-18,False
1010,SKU-4722GGNN,PORTABLE CHARGER,6,23,4.56,2.0,GBP,2025-02-03,True
1011,SKU-VJUBBO8V,Router,9,22,38.56,21.79,EUR,2023-02-13,True
1012,SKU-OXANPGPN,HDMI ADAPTER,8,35,3.46,2.0,USD,2023-12-04,True
1013,SKU-AD0JOSJG,USB-C CABLE,19,40,72.4,31.11,GBP,2024-01-17,True
1014,SKU-04S3UEFT,Bluetooth Speaker,6,28,75.93,27.32,USD,2023-07-04,True
1015,SKU-SKG1BBXW,Portable Charger,2,18,33.79,21.79,USD,2023-08-04,True
1016,SKU-E8W6OG83,Phone Case,6,22,3.64,2.0,GBP,2024-11-27,True
1017,SKU-KMHNLVPK,4k monitor,16,36,58.05,30.21,USD,2024-12-01,True
1018,SKU-UFSLAYYJ,Wireless Mouse,9,35,43.61,31.32,GBP,2023-12-17,True
1019,SKU-Z3WHVZ90,Water Bottle,3,32,35.16,29.3,USD,2024-06-22,True
1020,SKU-29EV9O8W,Portable Charger,1,31,40.11,23.58,USD,2023-11-30,True
1021,SKU-744NGAHW,PORTABLE CHARGER,20,36,73.23,39.07,USD,2022-12-11,True
1022,SKU-O9A36P5S,Phone Case,14,23,16.53,10.17,EUR,2022-10-07,True
1023,SKU-P0JUWYF3,Webcam,9,32,37.11,22.96,EUR,2024-12-14,True
1024,SKU-M6UZCCUN,webcam,8,40,36.36,17.65,USD,2024-11-19,True
1025,SKU-VGKUD4L6,DESK LAMP,1,33,33.21,19.07,USD,2023-06-05,True
1026,SKU-N8ATWIO0,DESK LAMP,9,14,37.87,27.64,GBP,2023-04-23,True
1027,SKU-0RBZFGKD,phone case,17,1,53.89,23.64,EUR,2023-03-23,True
1028,SKU-6JNTYQ21,smartwatch band,17,30,37.24,30.42,USD,2025-08-16,True
1029,SKU-QBMKO40Y,wireless mouse,11,25,50.13,20.4,GBP,2023-12-02,True
1030,SKU-5SRS251Z,GAMING KEYBOARD,7,40,11.63,8.9,USD,2023-12-13,True
1031,SKU-HD7CEU7Z,bluetooth speaker,12,30,60.12,29.3,GBP,2023-06-30,True
1032,SKU-0W1TIRU1,COFFEE MUG,2,7,4.37,2.0,USD,2023-06-18,False
1033,SKU-111B0QW1,USB-C Cable,18,22,136.12,52.18,MAD,2023-10-12,True
1034,SKU-ODDF2WWC,Smartwatch Band,11,4,88.57,39.0,USD,2025-07-18,True
1035,SKU-MGH6HGRB,WEBCAM,6,8,59.28,31.23,MAD,2025-09-12,True
1036,SKU-EJP2647B,tripod,3,40,27.55,18.19,USD,2024-10-29,True
1037,SKU-5ZIXIHWL,portable charger,4,6,47.85,32.75,EUR,2025-07-15,True
1038,SKU-FWG0CBKM,COFFEE MUG,16,20,3.64,2.0,USD,2022-12-09,True
1039,SKU-S248JJ11,portable charger,4,32,44.82,28.18,EUR,2025-06-23,True
1040,SKU-3P8UN48R,water bottle,10,22,52.35,27.61,EUR,2024-03-20,True
1041,SKU-FBWKCHCE,Gaming Keyboard,16,16,79.9,43.53,USD,2024-08-16,True
1042,SKU-FOPP7EV1,COFFEE MUG,7,39,17.73,9.83,MAD,2024-12-21,True
1043,SKU-A665K7AU,COFFEE MUG,20,24,67.03,36.0,MAD,2025-08-23,True
1044,SKU-812HRNY1,Webcam,7,31,11.36,5.69,USD,2024-01-16,True
1045,SKU-OH0YLCOA,COFFEE MUG,8,9,20.76,9.91,GBP,2023-02-04,True
1046,SKU-XYXW35TA,WIRELESS MOUSE,18,19,38.45,32.04,GBP,2024-02-16,True
1047,SKU-X7CCGXSY,Webcam,10,19,82.83,55.91,USD,2022-10-20,True
1048,SKU-Q2MIWITW,BLUETOOTH SPEAKER,1,9,3.05,2.0,USD,2025-05-19,True
1049,SKU-7ELJZ3JE,LAPTOP SLEEVE,18,23,10.85,6.42,USD,2023-09-10,False
1050,SKU-X16OQ5K3,hdmi adapter,19,11,3.63,2.0,EUR,2024-10-02,True
1051,SKU-9QX6MB2W,ssd drive,19,17,65.53,26.6,USD,2024-01-31,True
1052,SKU-7N10D1LE,Laptop Stand,5,21,16.33,10.78,USD,2024-05-29,True
1053,SKU-4YK8N2EU,noise cancelling headphones,16,38,18.69,12.48,EUR,2025-09-10,True
1054,SKU-M443IHFG,fitness tracker,17,27,74.16,28.12,USD,2025-06-28,True
1055,SKU-HGFHY6M4,WATER BOTTLE,4,16,5.04,3.59,USD,2024-03-30,True
1056,SKU-LBOPNY0T,portable charger,10,30,76.91,34.3,USD,2023-09-07,True
1057,SKU-ZP2CB7UM,SSD Drive,18,37,51.14,22.77,USD,2024-04-06,True
1058,SKU-GHT8L2BW,WIRELESS MOUSE,12,35,22.6,18.83,USD,2024-10-26,True
1059,SKU-T5UNC0V5,noise cancelling headphones,5,7,88.68,52.84,USD,2023-09-27,True
1060,SKU-B64BX44Q,PHONE CASE,14,11,48.75,25.32,USD,2025-06-10,False
1061,SKU-X95KGW2H,router,16,25,33.05,27.21,EUR,2023-04-29,True
1062,SKU-RRY27WAO,Webcam,3,36,101.35,52.15,USD,2023-05-06,True
1063,SKU-GJ11YGH6,phone case,12,3,75.9,32.57,EUR,2025-04-04,True
1064,SKU-6TQZ1QI4,router,5,17,28.17,18.88,USD,2025-03-30,True
1065,SKU-J0TXDWXS,SSD DRIVE,10,29,9.46,7.88,EUR,2023-05-24,True
1066,SKU-MM3HQLRJ,LAPTOP SLEEVE,12,26,10.42,5.56,EUR,2025-02-10,True
1067,SKU-TEQPRC0K,FITNESS TRACKER,5,2,51.72,24.97,USD,2023-02-19,True
1068,SKU-DU69WT77,laptop stand,16,35,8.65,4.43,EUR,2023-12-11,True
1069,SKU-CC4NN1TT,phone case,6,2,37.08,22.59,USD,2025-06-27,True
1070,SKU-RS2B0GGF,laptop stand,18,3,14.04,6.29,EUR,2025-06-19,False
1071,SKU-RFLFJBQT,DESK LAMP,6,23,29.0,18.66,EUR,2023-04-18,True
1072,SKU-6BNICPIJ,Desk Lamp,6,7,26.91,11.82,USD,2025-01-14,True
1073,SKU-QD127B40,laptop sleeve,14,18,66.84,42.17,USD,2025-08-28,True
1074,SKU-32ZH6AFT,HDMI ADAPTER,13,34,22.63,16.97,USD,2023-02-14,True
1075,SKU-MU0OX0I0,HDMI ADAPTER,17,2,6.91,2.92,GBP,2024-09-16,True
1076,SKU-ODNWNEQ5,gaming keyboard,6,20,22.14,10.01,EUR,2023-08-14,True
1077,SKU-8G49CDRY,Desk Lamp,17,11,12.87,7.53,EUR,2025-05-25,False
1078,SKU-UC0W7KW4,GAMING KEYBOARD,19,7,31.29,14.99,EUR,2025-03-01,True
1079,SKU-L8PYVQD8,desk lamp,9,18,37.81,24.45,USD,2023-04-29,True
1080,SKU-FRCF78LZ,Portable Charger,3,4,71.45,41.09,MAD,2023-10-09,True
1081,SKU-BG1FYU2E,WEBCAM,1,30,13.58,7.43,USD,2023-02-18,True
1082,SKU-UDB4WEKO,Webcam,8,24,75.88,30.63,GBP,2024-11-12,True
1083,SKU-WTB6CPCU,4K Monitor,13,37,32.74,17.87,EUR,2025-08-04,False
1084,SKU-426YE6Y5,portable charger,9,1,63.12,27.6,EUR,2024-08-25,True
1085,SKU-M3RN4BYV,4K Monitor,6,25,44.67,28.49,GBP,2024-06-15,True
1086,SKU-B0I9IQUF,Noise Cancelling Headphones,8,31,24.87,10.15,MAD,2024-01-29,True
1087,SKU-AJNMEBVP,noise cancelling headphones,20,38,31.77,18.95,USD,2023-08-26,True
1088,SKU-AI94NORL,usb-c cable,12,11,37.75,17.01,EUR,2023-05-09,True
1089,SKU-2D1I3E3W,WIRELESS MOUSE,10,27,24.1,15.23,USD,2023-09-13,True
1090,SKU-G6SWZ5S0,water bottle,11,27,9.59,7.69,MAD,2025-02-23,True
1091,SKU-NJI0KEQ6,laptop sleeve,13,20,52.13,24.44,GBP,2025-08-05,True
1092,SKU-8CG2Y9KO,Tripod,7,39,17.32,8.95,MAD,2024-06-10,True
1093,SKU-B9FK5SJA,Laptop Stand,15,7,11.22,7.17,EUR,2023-01-26,True
1094,SKU-C73VTOV8,usb-c cable,9,13,51.56,31.67,MAD,2025-03-26,True
1095,SKU-IAPM6SW8,Desk Lamp,11,24,73.92,37.92,USD,2023-09-25,True
1096,SKU-N0VKHY1O,smartwatch band,12,3,23.8,8.99,GBP,2025-04-11,True
1097,SKU-HL9H45NQ,PHONE CASE,8,1,14.42,6.89,EUR,2025-01-08,True
1098,SKU-3CJL74NG,laptop stand,19,24,3.19,2.0,GBP,2023-11-28,True
1099,SKU-9TI5FJN6,PHONE CASE,1,35,34.92,16.66,EUR,2023-02-15,True
1100,SKU-TEGZZQ38,BLUETOOTH SPEAKER,16,24,72.67,35.88,EUR,2023-09-13,True
1101,SKU-GTTDKKHO,smartwatch band,2,7,9.88,6.22,USD,2023-06-26,True
1102,SKU-LB7BGSAW,4K MONITOR,13,3,59.43,29.57,USD,2024-07-15,False
1103,SKU-GSO1HON3,Desk Lamp,2,4,18.17,13.4,USD,2024-04-07,True
1104,SKU-3FO7UQXT,WEBCAM,9,11,69.33,45.93,USD,2023-09-15,True
1105,SKU-49F33LNG,tripod,6,4,65.48,26.62,GBP,2023-09-25,True
1106,SKU-9VOBLI4U,HDMI Adapter,18,27,31.42,16.94,USD,2023-09-11,True
1107,SKU-CTND7NJT,WATER BOTTLE,8,31,3.6,2.0,EUR,2023-05-08,True
1108,SKU-AQO52TUT,4k monitor,14,26,3.85,2.0,USD,2023-11-19,True
1109,SKU-ZWG6ZAKF,bluetooth speaker,16,27,108.05,42.2,USD,2022-10-08,True
1110,SKU-9SNFIYAC,Smartwatch Band,4,27,66.96,35.07,USD,2023-11-11,True
1111,SKU-L6BKGG91,Phone Case,18,23,60.11,34.49,GBP,2023-11-10,True
1112,SKU-YEO8AJC1,BLUETOOTH SPEAKER,5,2,68.37,42.08,USD,2025-06-26,True
1113,SKU-IVENB2M9,portable charger,10,8,16.6,13.83,USD,2025-01-03,True
1114,SKU-PONCIO0O,laptop stand,1,19,21.69,13.78,GBP,2024-03-17,False
1115,SKU-Y8MFA7EE,fitness tracker,11,4,3.19,2.0,USD,2023-03-07,True
1116,SKU-XENC2JLU,Bluetooth Speaker,10,23,19.44,10.03,GBP,2024-11-03,True
1117,SKU-AY9EDOWQ,gaming keyboard,20,11,21.81,12.04,USD,2023-03-23,True
1118,SKU-768EAORJ,ssd drive,14,14,60.88,25.12,MAD,2025-03-25,True
1119,SKU-9QYC648K,smartwatch band,16,11,52.4,36.21,EUR,2023-09-14,True
1120,SKU-06NEIIAV,router,6,23,22.38,10.69,EUR,2024-09-25,True
1121,SKU-1BBE5DQR,SSD DRIVE,2,34,57.5,41.31,GBP,2024-11-01,True
1122,SKU-UCMMEH79,desk lamp,20,19,23.84,12.37,USD,2023-08-31,True
1123,SKU-CC9JLG38,TRIPOD,20,3,46.88,34.33,USD,2024-12-12,True
1124,SKU-GXYHWLSN,ROUTER,4,19,55.3,28.42,EUR,2025-09-01,True
1125,SKU-WNAOAEGI,PHONE CASE,18,7,63.65,23.26,MAD,2024-06-11,True
1126,SKU-7DQWTTZ9,Noise Cancelling Headphones,1,38,54.02,45.02,MAD,2024-04-19,True
1127,SKU-Y1UG6IDW,hdmi adapter,8,1,11.88,9.61,USD,2024-09-13,True
1128,SKU-UTQGYWOA,Wireless Mouse,3,37,5.04,2.0,USD,2023-09-01,True
1129,SKU-E7CWTYNI,coffee mug,13,6,52.63,20.79,GBP,2024-05-07,True
1130,SKU-LPGA0J6N,ssd drive,6,27,88.0,40.47,USD,2022-10-16,True
1131,SKU-TGLITJP7,4K Monitor,2,19,60.37,24.43,MAD,2022-10-19,True
1132,SKU-ZCSWE8DC,Gaming Keyboard,11,5,47.51,21.72,MAD,2022-12-20,True
1133,SKU-ZFFYUGCP,4K Monitor,15,17,37.62,26.6,USD,2024-06-02,True
1134,SKU-68Y6ADGD,router,11,21,80.67,50.06,USD,2023-01-03,True
1135,SKU-ST81EM6H,Laptop Sleeve,2,40,78.59,53.87,USD,2025-01-13,True
1136,SKU-P7BOVIGS,laptop stand,2,1,52.56,32.58,USD,2024-06-01,True
1137,SKU-SXZ4HD2C,webcam,1,39,30.37,12.83,EUR,2025-06-28,True
1138,SKU-HAEU15FX,FITNESS TRACKER,7,26,9.53,4.69,USD,2022-12-05,True
1139,SKU-3P06F8E5,DESK LAMP,11,36,58.73,33.77,EUR,2024-06-17,True
1140,SKU-MG4P1V5S,PORTABLE CHARGER,11,38,44.61,24.19,MAD,2024-07-21,True
1141,SKU-2WEWU3DS,Phone Case,6,30,50.49,22.0,USD,2023-12-01,True
1142,SKU-TZ6H6FXR,coffee mug,12,18,13.78,9.21,USD,2023-04-30,True
1143,SKU-LOQWOWPP,Wireless Mouse,14,3,50.1,28.08,GBP,2022-11-12,False
1144,SKU-T9BV3J34,coffee mug,2,40,33.23,16.88,EUR,2025-08-28,True
1145,SKU-B3Y69ER7,Wireless Mouse,8,22,71.16,39.26,USD,2023-02-07,True
1146,SKU-9QJTHZMN,Coffee Mug,5,24,53.33,29.99,USD,2025-01-20,True
1147,SKU-QJQFCFBT,usb-c cable,15,24,41.45,20.64,USD,2024-07-08,False
1148,SKU-ECQGEO8I,USB-C CABLE,13,39,44.39,25.29,EUR,2022-11-29,True
1149,SKU-7K6T9OVA,Phone Case,17,31,13.46,6.95,EUR,2023-09-03,True
1150,SKU-MN9BXAQD,noise cancelling headphones,7,2,26.4,15.06,MAD,2023-06-19,False
1151,SKU-QNGDM3YI,tripod,14,1,49.25,29.87,USD,2025-05-31,True
1152,SKU-TSGGAGP1,USB-C CABLE,8,20,25.7,13.12,USD,2023-01-28,True
1153,SKU-OEXWFX1W,desk lamp,7,3,25.12,14.44,USD,2024-07-22,True
1154,SKU-MSBD001M,ROUTER,18,1,17.88,11.49,USD,2022-10-15,True
1155,SKU-NJT5GN8Z,hdmi adapter,16,38,3.56,2.0,USD,2023-12-25,True
1156,SKU-OW26EI4D,Smartwatch Band,11,1,23.45,16.05,EUR,2024-09-23,True
1157,SKU-3EHGTQLU,water bottle,10,36,41.93,26.96,EUR,2024-01-03,True
1158,SKU-3QRJQV74,WIRELESS MOUSE,17,10,6.11,3.6,EUR,2023-02-17,True
1159,SKU-KW0KUROG,USB-C Cable,14,34,2.4,2.0,EUR,2023-08-07,True
1160,SKU-UJFHMZ56,4K Monitor,20,33,2.77,2.0,GBP,2023-05-25,True
1161,SKU-OUP3VVGN,gaming keyboard,7,40,100.64,39.47,GBP,2023-10-26,True
1162,SKU-VMJ0QTMM,Smartwatch Band,18,7,46.82,26.37,USD,2023-05-14,True
1163,SKU-6QQMCDGK,LAPTOP STAND,16,1,3.78,2.0,USD,2024-07-30,True
1164,SKU-PXXLK11Z,ROUTER,14,13,31.17,16.53,MAD,2023-12-23,True
1165,SKU-EPVML0KB,webcam,4,1,27.99,20.4,MAD,2024-07-10,True
1166,SKU-OKNNCIJV,SMARTWATCH BAND,14,13,22.07,7.77,USD,2025-06-26,False
1167,SKU-YZYCIVO4,SSD DRIVE,18,38,37.81,23.33,EUR,2024-11-08,True
1168,SKU-TNU8W6BJ,Laptop Sleeve,8,14,42.94,17.54,GBP,2024-12-19,True
1169,SKU-3O1IBRTP,tripod,16,10,81.96,44.17,EUR,2024-06-10,False
1170,SKU-VGZB0NBS,GAMING KEYBOARD,3,25,15.12,9.57,MAD,2025-04-26,True
1171,SKU-JE8OR8HF,Laptop Sleeve,9,5,12.45,9.18,USD,2024-05-07,True
1172,SKU-9YS83VBJ,phone case,19,3,59.15,22.37,USD,2025-09-14,True
1173,SKU-AAA1GD3X,4K Monitor,19,22,4.35,2.0,USD,2025-05-12,True
1174,SKU-CQCP6CYI,hdmi adapter,16,28,24.96,12.99,USD,2025-03-29,True
1175,SKU-VMZX3MV6,4K Monitor,7,6,53.75,29.87,GBP,2022-10-30,True
1176,SKU-1VXIAVEG,desk lamp,8,24,69.09,28.14,USD,2023-06-17,True
1177,SKU-D5MMYVJK,WIRELESS MOUSE,8,18,24.64,15.61,GBP,2023-05-21,True
1178,SKU-2WL0DN4X,4k monitor,9,18,21.59,13.43,GBP,2024-05-14,False
1179,SKU-OPTPRMSA,COFFEE MUG,20,16,16.96,12.19,EUR,2024-10-12,True
1180,SKU-YXS9T5RR,hdmi adapter,16,19,28.45,13.53,MAD,2023-09-05,True
1181,SKU-HPOVXD7N,HDMI ADAPTER,13,5,37.26,20.94,EUR,2022-11-01,True
1182,SKU-FV3N7G72,USB-C Cable,2,39,2.91,2.0,USD,2023-01-30,False
1183,SKU-K7VG7S6D,NOISE CANCELLING HEADPHONES,9,35,25.14,9.94,MAD,2023-12-17,True
1184,SKU-41MI90JH,hdmi adapter,17,27,20.41,12.67,MAD,2025-07-16,True
1185,SKU-ZUNGL2KD,NOISE CANCELLING HEADPHONES,4,18,113.13,49.88,USD,2025-04-26,True
1186,SKU-ZIZSIHNJ,desk lamp,3,29,62.95,38.33,GBP,2023-09-09,True
1187,SKU-D2DLEILV,bluetooth speaker,16,38,31.26,15.7,USD,2024-03-28,True
1188,SKU-GSBCYFLA,Coffee Mug,14,18,10.29,7.37,USD,2022-11-16,True
1189,SKU-55IX9N47,desk lamp,4,34,3.29,2.0,EUR,2023-05-19,True
1190,SKU-6A0E20WX,wireless mouse,15,24,37.02,18.78,EUR,2024-08-14,False
1191,SKU-I1AGU5IS,Fitness Tracker,12,17,24.0,19.58,EUR,2023-04-23,True
1192,SKU-RBRHL8YG,hdmi adapter,16,12,33.73,21.3,EUR,2022-10-13,True
1193,SKU-ZVSD8NZT,ROUTER,14,23,35.68,18.49,EUR,2024-02-12,True
1194,SKU-39TRCVYK,Wireless Mouse,3,29,44.78,27.56,EUR,2025-07-12,True
1195,SKU-ZSVGNPSB,Portable Charger,6,33,77.14,32.88,USD,2025-03-03,True
1196,SKU-3C7KJMNG,Portable Charger,1,27,59.62,27.69,EUR,2024-05-01,True
1197,SKU-NC0ITGQF,Noise Cancelling Headphones,2,13,2.4,2.0,USD,2022-11-06,True
1198,SKU-JSEQ5WRG,Smartwatch Band,19,14,41.6,21.83,USD,2023-09-21,True
1199,SKU-QFLGMKP9,water bottle,11,14,50.87,42.39,MAD,2022-12-28,True
1200,SKU-VXJHFPOM,Phone Case,18,23,23.85,11.83,MAD,2023-07-12,True
